,date,tweet
1201,29/10/2020,$AAPL just got my new phone! 📈
1202,29/10/2020,$AAPL sales all time high. all numbers are up the same quarter last year! 🥂
1203,29/10/2020,$AAPL profit takers jumping back in ✅
1204,29/10/2020,$AAPL it will come up soon 😍💚. Got a few shares at 109.
1205,29/10/2020,$AAPL Look at these buffoons LMAO 🤡🤡🤡🤣🤣🤣
1206,29/10/2020,$AAPL i think warren buffet clicked sell buy mistake 😜.
1207,29/10/2020,$AAPL All good I own tons of GooG as well from 5 years ago!!:)🤟🤟
1208,29/10/2020,$AAPL oh god here comes the bears 🐻 with the ‘back to $80’ comments lmao 😆
1209,29/10/2020,"$AAPL .. < yawn >  just buy it, and then some 🤑"
1210,29/10/2020,"$AAPL nice little bounce, let’s close around $112-113 🦾🦾"
1211,30/10/2020,"$AAPL been here since February 2018 in my long term account.... rarely check in to see how things are going but curiosity had me thinking about it.....
See you guys in another year or two 👍 up 222.85%!! 
No brainer long term hold here folks 💵👍"
1212,30/10/2020,$AAPL meanwhile my Acapulco gold plant doing well 😈😈
1213,30/10/2020,$AAPL it’s going fill up the gap really fast 💨
1214,30/10/2020,$AAPL please stay low so I can make a big purchase today at low prices 🙏
1215,30/10/2020,$AAPL No guidance + Election = causing this stock to drop but I’m long term so this is a SALE discount price for me 😎😎😎 I don’t want to be another Ronald Wayne and you only “lose” if you sell 🤑🤑🤑
1216,30/10/2020,$AAPL Apple 🍎 is the kind of stock you don’t trade.
1217,30/10/2020,$AAPL been waiting on this dip for a while! 🙏🥳
1218,30/10/2020,$AAPL like I said... 93.5 next week. This already broke below uptrend. This is now on a downtrend. 🤣
1219,31/10/2020,$AAPL 8% drop next week. History will teach Friday's buy the dip Amateurs a good lesson. It always shlt the bed during election 8%-12% same will happen this time even worse with covid🤭🤭🤭🤭😹😹😢😢🐒🐒🐒
1220,1/11/20,$AAPL Hey Tim 🍎! You’re new OS sucks!
1221,2/11/20,"$AAPL so Europe is shutting down, America tops over 100k new cases in 1 day, and air pods are having functionally problems, but people think appl is going up 🤔🤔🤔, very odd"
1222,2/11/20,$AAPL Damn! Goldman slapped at $75 PT on Apple! 🤯
1223,2/11/20,$AAPL why is this still falling? Even after a strong Green Day like today? 😂
1224,2/11/20,$AAPL 😂 until we get man-child out
1225,2/11/20,"$AAPL Why you Bull 🤡 whining? Overpriced, bad ER, 5g demand not there, downgraded to $75 by GS🤦🏻 y’all really are retarded, oh and 100sma broken, next stop 200sma at $96"
1226,2/11/20,$AAPL who bought just now?? 😂😂 that news weak
1227,2/11/20,"$AAPL Sell the news, I bought a call and almost got caught in the reversal 😂"
1228,2/11/20,$AAPL this is a literal pos😂
1229,2/11/20,$AAPL 108 was support and now its resistance. Keep buying guys! 🙄
1230,3/11/20,$AAPL Let’s make AMERICA GREAT AGAIN TODAY 🚂 🚂🚂🚂🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Peoples President TRUMP 2020🇺🇸🇺🇸🇺🇸🇺🇸🚂🚂🚂🚂
1231,3/11/20,$AAPL he got 2mil volume careful 🙄
1232,4/11/20,$AAPL ouch!! Feel bad for all the shorties! 🍏🇺🇸
1233,4/11/20,$AAPL Make 🍏 great again 2020!
1234,4/11/20,$AAPL will my 115 calls actually print? Wow 👏
1235,4/11/20,$AAPL oooooo hopefully there’s gonna be a little squeeze. Better cover it’s only going up today 🥳🥳🥳
1236,5/11/20,$AAPL This about to go Beast!!!! 🙏🙏
1237,6/11/20,$AAPL waking up early tomorrow to order my wife’s iPhone thx apple 🤦‍♀️ why not make it noon
1238,6/11/20,$AAPL ⚠️ iPhone 📱 12 pro max iPhone 12 mini now pre orders r live online ✅
1239,6/11/20,$AAPL Apple Car coming 2023-2025 💪🏼💪🏼 Apple to the moon !!! 🚀🚀🚀 bye Tesla
1240,6/11/20,$AAPL so they are paying out a dividend ✅✅ nice
1241,6/11/20,$AAPL what did I say???? Dropping after 3pm 😭😭😭😭 well Monday will be a nice day to buy all the low prices 😍😍😍
1242,7/11/20,$AAPL Trump lost so does 🍏.  Higher corp taxes coming for tech.
1243,8/11/20,"$AAPL MAJORITY ≠ MILLIONAIRES.
Loving my shares and my 11/20 puts 👊🏼 let’s make this money"
1244,9/11/20,"$AAPL You know what’s funny?
This went from 36 to 131 in a year and a half.
Now it slows down for 2-3 months and pigs gets greedy...... 🐷"
1245,9/11/20,$AAPL BeArs 🐻 ArE GoInG To hAvE hEaRtAttAcKs
1246,9/11/20,$AAPL All supermarkets are running sale on sanitizers 😂 your biggest clue
1247,9/11/20,$AAPL  Can u just drop to 110$ and stop teasing these poor bulls 🤦‍♂️
1248,9/11/20,$AAPL im not falling for this 😂 lost 3k last time
1249,9/11/20,$AAPL called it at 7am 🤣🤣🤣
1250,9/11/20,$AAPL 117 put make money this week ? 🤔
1251,9/11/20,$AAPL man my decision for puts last Friday really paid off. Let’s see what tomorrow brings 👏
1252,10/11/20,"$AAPL imagine a stock being up 90% since March, and shareholders still begging for more. 🤡🤡🤡 15% correction any day now.. TODAY??"
1253,10/11/20,$AAPL Sell this and buy a REAL 🍎
1254,10/11/20,$AAPL what was that.. 🙄 Has Apple lost their edge ✨✨✨
1255,10/11/20,"$AAPL Where is Apple TV, AirTags, Airpods Studio? Event with zero surprise factor.

One more thing what they announced already earlier this year 🥱"
1256,10/11/20,"$AAPL i want to short the fukkk outta this after watching the """"greatness"""" video that dropped 40 minutes ago. Did anyone else get that feeling? 🤣"
1257,10/11/20,"$AAPL is driving me nuts. Recently After every event, it sinks ... 🤔"
1258,11/11/20,"$AAPL 

Going way lower folks . People done buying phones , time to sell is now 📉📉📉 apple is going below 100"
1259,11/11/20,"$AAPL each time a nimrod suggests puts, it goes up even more 😂"
1260,11/11/20,"$AAPL  $114 on Friday.  Now, if I can just figure out how to quote myself...I'll post, ""told you!""😄"
1261,11/11/20,$AAPL haha 😂  guys its simple sell high buy low.  I will sell my puts to you if you miss the sell high.
1262,11/11/20,"$AAPL Its Power Hour!!! 🚀 They've done studies, you know. 60% of the time, it works every time."
1263,11/11/20,$AAPL ty for the dip on Monday 🐻. Bot in $116. Tmw back to $122. Will sell
1264,11/11/20,$AAPL started securing profits at closing I’ll take the 60% return for the day 🍏
1265,12/11/20,$AAPL hope you break that $120 barrier tomorrow 🙏🏽
1266,12/11/20,$AAPL how could you not be a bull here 💣💣💣💣
1267,12/11/20,$AAPL it can’t break the 120 😔
1268,12/11/20,"$AAPL NASDAQ 1M
(Also, thank you to the two or three new people who’ve jumped on here.... wishing you great fortune 👊🏼)"
1269,12/11/20,$AAPL going below $100 with worldwide lockdown coming. Trump not conceding 👎👎👎
1270,15/11/2020,This is coming ⬇️ for Christmas $AAPL
1271,15/11/2020,$AAPL That iPhone 12 Max pro is going to change the game... 🚀🚀🚀
1272,15/11/2020,"$AAPL levels to break $122, 125, $129 to see $140 plus IMO 👌🏽🙏🏽"
1273,16/11/2020,$AAPL Is apple going to bounce now with Biden talking?!?  We'lll see 🤷🏽‍♂️🤔
1274,17/11/2020,"$AAPL 🤡 saying 118, 115, etc. Kafüns...."
1275,17/11/2020,$AAPL she’s holding strong till the next leg up!!!! 🍏❤️🍏❤️
1276,17/11/2020,$AAPL not wanting to hold into Wednesday phenomenon. Rare. 🤗
1277,17/11/2020,$AAPL 120 is like apples kryptonite 🤣
1278,17/11/2020,$AAPL when your out there living your best life!!! I love the forest... no wonder I'm a bear... roar  🥲😉
1279,18/11/2020,$AAPL i hate to be bearish on apple but yeah that way!!😎
1280,18/11/2020,$AAPL Buffet  just placed a limit buy order at 100 😂
1281,18/11/2020,$AAPL come on Apple.  U can do better than less than O.5 percent gain.  U use to be a superstar and dominate the field 🤦🏽‍♂️
1282,18/11/2020,"$AAPL 🔴 to 🟢 to 🔴.
4th rejection of 119 coming"
1283,18/11/2020,"$AAPL good by apple 🍎 
Many other stocks to play this is not perfect time now with you.
😌  I’m down $9000
good luck to some one who took my $9000"
1284,19/11/2020,$AAPL FOMO MOFO’s got it all figured out buying at 117.93 at 7:55 🤷🏻‍♂️
1285,19/11/2020,"$AAPL 133million settlement for Apple slowing down their older phones. 
🤭
Good thing those came with chargers! Not bullish at all. Lol sabotage"
1286,19/11/2020,"$AAPL overall market is 💩 , tech apple is going down as well. Drop to $112 and friday 109."
1287,19/11/2020,"$AAPL oh boy, and it’s sell Friday tomorrow 😋"
1288,20/11/2020,$AAPL these MM just baiting the $120 calls past weeks🤦🏻‍♀️
1289,23/11/2020,$AAPL stick a fork in this 💩!
1290,23/11/2020,$AAPL 👀🙈 Should have hedged my commons with puts. Looking a lot like 99 in few  weeks . Smh
1291,23/11/2020,$AAPL back to 105~110 range again in a few days 👀 only
1292,23/11/2020,$AAPL APPLE SECURITY HEAD ACCUSED OF BRIBING OFFICERS 🤦🏻‍♂️🤔🤷🏻‍♂️ PUTS???
1293,23/11/2020,"$AAPL WARNING ⚠️ 😳,  apple was the ticker that crashed the market in March, could be a sign of possible manufacturing or distribution issues due to covid."
1294,23/11/2020,$AAPL I made 1991 on this I’ll rebuy again when it dips heavy 😛😛😛🚫🚫🚫🚫
1295,23/11/2020,$AAPL Ready to short this ponzi scheme back to 90$ 🤑
1296,24/11/2020,$AAPL Yeah you go bulls. Claim that 0.88 cent rise 👍
1297,25/11/2020,$AAPL Wish there was a way to automatically block fools that tag TSLA with 🍏 instead of having to block them manually.
1298,25/11/2020,$AAPL Apple EV?? Tickets to the moon on sale 🚀🚀🚀
1299,25/11/2020,$AAPL We will hit 117 in 10 min when market opens 🚀 let’s go
1300,25/11/2020,"$AAPL who bought some calls at the end of yesterday???

Money 💰 printing machine"
1301,25/11/2020,$AAPL Time for Apple to stop lagging under $120😉
1302,27/11/2020,$AAPL it’s TIME TO BUY / profitable 🚀🚀
1303,27/11/2020,$AAPL did you just hear apple has NEWS MOVING SOME. PRODUCTION TO VIETNAM🚀🚀 TAKING SOME AWAY FROM CHINA
1304,27/11/2020,$AAPL 🚀🚀🚀🚀🚀🚀😉☝️ it’s going to be our show for the next two weeks! Prepare for 10%-20% gain!!! 🤩🤩🤩🤩🤩💥💥💥💥
1305,27/11/2020,$AAPL Come on Apple! Show some muscle! Need 128$ by Christmas. I know you got it in you! 🍏 🏹 🎄 💯
1306,29/11/2020,"$AAPL this week and next, we should see a run like EV stocks did, as profits taken from those investments will pour into Apple ahead of Q4 earnings . 💰 💰 💰"
1307,30/11/2020,"$AAPL always fun to see the rookies chirping in here about things they have no clue on 🤣
Take notes- gain experience, then tweet- otherwise you look foolish"
1308,30/11/2020,"$AAPL What do you think? 
I believe it’s time to break resistance 🤔"
1309,30/11/2020,"$AAPL Damn!!! Orders flying.... Inflow like crazy firehose drinking... line up people, let’s ensure everyone is aboard before the take off.... 🚀 soon!!!"
1310,30/11/2020,$AAPL 🥸 get in while you still can
1311,30/11/2020,$AAPL Load the truck before it becomes too expensive! It’s headed to $200 a share soon 🔜 📈
1312,30/11/2020,$AAPL what if we complete the cup this week 😋
1313,30/11/2020,"$AAPL Good 1 year investment, iPhone 12 sales weren’t included their last earnings report if I’m not mistaken so by next ER you’ll see a decent move. Buy rumours and sell the news 😉"
1314,30/11/2020,$AAPL apple car coming out next year. Better jump in now! 📈💸
1315,1/12/20,"$AAPL Bulls and Bears post price target 🎯 below 👇

$150 by EOY"
1316,1/12/20,"$AAPL Wow, its over for you bears 😂 Fresh PR!"
1317,1/12/20,"$AAPL Longs- hold this down, I’m working all day today! Bears, it’s over you just don’t know it yet✈️"
1318,1/12/20,$AAPL now just need my msft to go green 😁
1319,1/12/20,$AAPL 125-126 today before a healthy pull back into 122 range. Sold my 118 call a little to early 😔
1320,1/12/20,"$AAPL Lets keep on going.
Good stocks on sale don’t last for long . 💰💰💯"
1321,1/12/20,$AAPL Great start to what I believe will be a killer month for 🍏 new ATH’s coming soon
1322,1/12/20,$AAPL as long as this is 250 by June ☺️
1323,2/12/20,$AAPL so much room to run🥱
1324,2/12/20,$AAPL idk if anyone saw this. 🤙
1325,2/12/20,$AAPL I have noticed that somehow aapl bears are kinder then the rest in the zoo.)) I guess it's because they are latent bulls..🤔
1326,2/12/20,$AAPL  UN approves! Let’s go!! 🚀🚀🚀 SNDL
1327,2/12/20,"$AAPL all charts green, the time is now. This is the beginning of the true gains of the 5G super cycle. BUY NOW. THANKSGIVING TO CHRISTMAS RALLY. 🍏🏹🎄🤑"
1328,3/12/20,"$AAPL 150$ by next Friday 
Mark it ‼️"
1329,3/12/20,$AAPL not a big fan of holding options over the weekend but with Apple breaking out of the wedge.. hold or sell eow 12/18 125s?!😁
1330,3/12/20,$AAPL goes down goes up . All I no is price target 137 . 🧐🧐
1331,3/12/20,$AAPL REJECTED 123.47😂🤣😂🤣 I TOLD YOU
1332,3/12/20,$AAPL 6 green days in a row and you still see greed gambling options bulls complaining 🤣😂🚩
1333,4/12/20,$AAPL How come everybody stopped talking about the futures? LOL 😛😁
1334,4/12/20,"$AAPL 
Buffet dumped airlines...they are not recovered yet...and are down over 50% from their ATHs...
Buffet dumped Apple....🤣🤣🤣"
1335,4/12/20,$AAPL I own Apple I’m cool 😎
1336,8/12/20,"$AAPL You never, never, never underestimate the power of Apple!!!
Go Tim!!!  
💰💰🚀🚀💵💵"
1337,8/12/20,"$AAPL Big runner, UNDERVALUED, easy money. 125,2 will pass + 135 eow. Gonna see this 250 nex years 😂"
1338,8/12/20,$AAPL loving it Best Early Christmas 🎄 Gift 👏👏👏👏
1339,8/12/20,$AAPL why did I buy $130 12/11 c at open lol 😂
1340,9/12/20,$AAPL I hate you for today 😡😡 your dip faked me out 😡😡😡 made me cash out on lower gains you pos. Now I gotta buy back on the next dip ugh 🤦🏽
1341,9/12/20,$AAPL Bulls are feeling positive today! 👍🤑🍸
1342,9/12/20,"$AAPL shorties are awake with them bs talk... Where was de dropmic yesterday 🤣 lets see if this break 125,2 if so im able to buy a lot more"
1343,9/12/20,$AAPL Buy Now It will spike up big 🚀🚀🚀🚀🚀
1344,9/12/20,$AAPL it looks Head and shoulders.. It’s building the right up shoulder now .. 💰👍
1345,11/12/20,$AAPL some of you really need to stop trading 😂😂😂
1346,14/12/2020,$AAPL sold short at $122.38 👍🏼🤑
1347,15/12/2020,$AAPL uh oh.. down she goes 📉
1348,15/12/2020,$AAPL lol y’all still believe iPhone selling well? Everyone wants one have already owe one🙊
1349,15/12/2020,$AAPL Everyone is expecting Stimulas will take the markets higher like last time. Expect the unexpected 🤔
1350,15/12/2020,$AAPL I’m waiting for this to under $100 to load up 🤔
1351,15/12/2020,$AAPL what apple 🍏  looking like tomorrow !??
1352,15/12/2020,$AAPL I wonder what Warren Buffets secret Stocktwits username is on here...🤔
1353,16/12/2020,$AAPL I bought my $130 weeklies yesterday immediately at open for just $0.10 each. They are now worth $0.73 each at yesterday’s close. Talk about being clutch! 🍎🍎🍎
1354,17/12/2020,$AAPL Killing it softly with IV 😂
1355,17/12/2020,$AAPL 136. By end of month 📈🟩
1356,18/12/2020,$AAPL ok puts covered calls bought lets go!! 🥳
1357,18/12/2020,"$AAPL CNBC positive segment. How many analysts are positive on 🍏. 

Going higher from here"
1358,18/12/2020,$AAPL Cramer said this will more than likely sell on the S&P rebalance today to fit TSLA in ....  very nice drop and 💯 right
1359,19/12/2020,$AAPL cheap labor not good labor I always say that!!! Got what you ask for 😀😀😀😉😉👏👏👏👏👏👏
1360,20/12/2020,$AAPL stimulus passed. We’re about to be stimulated 👍🏻
1361,21/12/2020,$AAPL does any Apple Christmas 🎄 offer is coming? Does that May boost up some points 🎁 as Christmas gift for us ..
1362,21/12/2020,"$AAPL ✅🍏 don’t sweat it. We all know the credentials. Just hold, and you don’t worry about a couple percentage points!"
1363,21/12/2020,$AAPL Who is going Xmas shopping!!!👍💯👏💥🍎🍎🤪🤪🤪🤪🍎🍎🍎🍎
1364,21/12/2020,$AAPL Let's go! $127 close and $128.5 open tomorrow.🚀🚀🚀
1365,21/12/2020,$AAPL no longer “overvalued”   … Much higher PE coming ✅
1366,21/12/2020,$AAPL after so many months seeing this kind of price action in aaple🥰 let’s push it to $150
1367,21/12/2020,"$AAPL 

So I own an IPad, IPhone and when the ICar comes out I’ll be the first to buy one 🥰"
1368,21/12/2020,"$AAPL 130+ after hours, we having fun yet kiddos? 🚀 🌚 🌝"
1369,21/12/2020,$AAPL how funny is it that there is a character named Fat Bastard in Austin powers 😂😂😂
1370,21/12/2020,$AAPL Wondering anyone buying tomorrow or all retail traders already holding apple in their portfolio 😄
1371,22/12/2020,$AAPL my calls expire in May $125 I aint selling😤😤😤 MAXIMIZE PROFITS BABY
1372,22/12/2020,$AAPL Going in right direction after breakout 🚀🚀🚀
1373,22/12/2020,$AAPL This is one of the most shorted stocks on the market. Rocket fuel just needs a little spark!🚀🚀🚀
1374,22/12/2020,$AAPL 129$ call. Bought yesterday literally 1 minute before close. Should I sell today or hold on? 📈🚀🤷🏼‍♂️
1375,22/12/2020,$AAPL hey can y’all sell your shares so I can get more shares in at a better position that ja 😉😉
1376,22/12/2020,$AAPL bout to whip a new Apple suv 🚙 after today!!!!$$$$$$
1377,22/12/2020,$AAPL give me two more days 🤞🏾
1378,22/12/2020,$AAPL New Apple EV. Charger sold separately. 😏
1379,22/12/2020,"$AAPL 🤣🤣 ah man i never chase
Let me get 129 💰🤑"
1380,22/12/2020,$AAPL got a 1/21/22 $130 call 🏆💰🎉 Plenty of time to reap rewards
1381,22/12/2020,$AAPL it was a fun ride. Just need lil extra 🔋
1382,22/12/2020,"$AAPL could’ve sold at 8.65.
Passed. 👊🏼💰🔥🤘🏼🟢🛸🎄"
1383,23/12/2020,$AAPL hoping I can exit my 12/24 calls without too much blood 🤣
1384,23/12/2020,$AAPL LAST TIME WE SEE RED FOR TODAY!!! 🤣🤣🤣💹💹💹💹
1385,23/12/2020,$AAPL Patiently waiting for apple to confirm the rumor so i have less anxiety bag holding my -30% calls 🥸....
1386,24/12/2020,$AAPL I mean very simple on this one people. Supply and demand. Duh🤓
1387,28/12/2020,$AAPL feels so good being in @ $120.. don’t look back Apple. Let’s get to $200+ I’m patient. ❇️🍏❇️🍏
1388,28/12/2020,$AAPL not to late to jump on the train lets go to 140$😎
1389,29/12/2020,$AAPL this volcano is about to erupt ! 🔥
1390,29/12/2020,$AAPL New All Time Highs Coming 💎🚀💎🚀
1391,30/12/2020,$AAPL APPLE GOING BANANAS 🍌 TO DOWNSVILLE...LMFAO...JMO
1392,31/12/2020,$AAPL maybe it will rest here and nobody gets what they want...?🧐🤪
1393,31/12/2020,$AAPL i really want 130$ today 😂
1394,31/12/2020,$AAPL waiting for it to hit below 130 so I can grab some 🧐
1395,2/1/20,"$AAPL Happy New Year. $300 soon. I made the call 3 months ago, when it was $200. Thank you Apple 🍏"
1396,2/1/20,$AAPL Just so f*kn crazy we hit 300 before earnings.. it does get you thinking how high could it get by then with iPhone 11 sales being pretty good and AirPods being sold out everywhere 😳😳🤑
1397,12/1/20,$AAPL hoping for a small 1-2$ pullback at open Monday to load them calls for Friday 🚀🚀
1398,13/01/2020,"$AAPL Let the dip happen... remember spy options are about to expire today, let the dip happen first before we execute more calls... just a friendly bull letting you know whats up... were going to be filthy rich by the end of the week 🤙🤙:)"
1399,28/01/2020,$AAPL [312.xx line in sand] on daily close  candlestick 😉
1400,28/01/2020,$AAPL someone said record holiday earnings 🔥🔥🔥🔥👀
1401,31/01/2020,$AAPL wow some bought at $326 lol 🤣😂🤣😂
1402,2/2/20,$AAPL Just getting worse for you bulls! Bears coming out of hibernation 🐻🤑💰
1403,17/02/2020,"$AAPL let’s go south!!!  I shorted the heck out of it!!!  So let’s sell high, buy low!!  😇🥺🥺🥺😂"
1404,18/02/2020,$AAPL Tim Apple it's saying that they won't make the 63 billion floor this quarter 😯🧐💀
1405,24/02/2020,$AAPL welp good thing i had really long dated puts 😂 i mean only fools didn't hedge
1406,24/02/2020,$AAPL Many short term calls will be worthless the first 10 minutes after the bell 🛎! Puts will be 💰💰💰💰!
1407,2/3/20,$AAPL let’s track everybody that tests positive for the flu too while we’re at it.🤪😱
1408,2/3/20,$AAPL lmao imagine you panic sold at 265 😂🤣
1409,2/3/20,$AAPL Thank you Sweety Apple 🍏 Get outta here Coronovirus 🤙
1410,3/3/20,"$AAPL 🍎🍏👏👍I live to trade another day! Never Worried, Never Hurried 😎🤠🙈🙉🙊"
1411,3/3/20,$AAPL was a couple of bands down now 🍎🚀💰 gonna get us back 🧹🔮🚀🍎🦁
1412,4/3/20,"$AAPL hi, I’m a bear and I love losing money, short AAPL, misery loves company 😂😂🕺🏾"
1413,5/3/20,$AAPL 305 Friday has a nice ring to it 👍🚀
1414,6/3/20,"$AAPL Corona virus is not a joke guy's
Save your money before you lose it all, get out of the market Now 🔻🚫
Thanks for your attention 🔻™️"
1415,9/3/20,"$AAPL back from a year long vacation, thought I need more money and what a better time to start earning cash! 😃"
1416,10/3/20,$AAPL Why did Trump float an economic stimulus plan if the Corona virus isn’t that serious 🤔
1417,10/3/20,$AAPL Sorry but we’re closing Red and waking up RED 🚨🇺🇸 MAKE AMERICA BROKE AGAIN 🚨😂😂🏌️
1418,16/03/2020,"$AAPL China will buy Apple 🍎  
no more than 200"
1419,16/03/2020,"$AAPL Reporter “Do you think we’re headed for a recession?”

Trump “Idk maybe” 😂😂😂"
1420,16/03/2020,$AAPL They just shut the Bay Area down. No leaving houses after 12 tonight except for essentials. Businesses are about to face a financial mountain crisis 🏔
1421,17/03/2020,$AAPL it’s only 1 lousy Green Day lol stfu  it doesn’t even make up to what ya lost yesterday. Relax 😂😂😂😂
1422,18/03/2020,$AAPL munchkin sendin me 1000 bucks!!! Going out check my mailbox tomorrow!!!  Will use it for CALLs to support the stock market !!🇺🇸🇺🇸🍏🍏🍏
1423,20/03/2020,$AAPL so we get bad news upon bad news but this keeps climbing why? I guess so all of us bears can get them puts real cheap for this weekend blood bath 📉📉📉
1424,22/03/2020,$AAPL This is what happens when a Bear 🐻 Market figures out years of Trump BSht and incompetence
1425,23/03/2020,"$AAPL lol happens all the time. The OG 🌈🐻’s know what is about to come, as we can feel the tendies about to rain down upon us. A fake pump at the end before huge market selloff before open. Might even wake up to sub 220. GET THOSE TENDIES"
1426,24/03/2020,"$AAPL yup...🍲🦇🦠👹🧟‍♀️ bat soup holiday sale, next stop flash sale to 180 or below!"
1427,26/03/2020,"$AAPL they delayed the new iPhone release, if you think the EOD drop was it your in for a treat tommorow🐻📉"
1428,26/03/2020,$AAPL shorts got creamed today!!!! Again!😀
1429,2/4/20,$AAPL I can feel the tendies already!! 🌈🐻SLEEP TIGHT BULLS
1430,7/4/20,$AAPL just woke up from a coma... did I miss this under 200?  🤡🤡🤡
1431,8/4/20,$AAPL come on. Give up the ghost. Daddy needs a new pack of ramen noodles 🍝
1432,13/04/2020,$AAPL Got a nice little return today!!🤑🤑
1433,24/04/2020,$AAPL This will create a new low at $82.04 👽💨💨🤑🤑🤑😈😈
1434,12/5/20,$AAPL is today the day we see all time highs? 🤔
1435,13/05/2020,"$AAPL again, going up with lower and lower volume. Just like yesterday 🤣"
1436,13/05/2020,$AAPL geeee... I wonder why? I thought everything was going great🤷🏼‍♂️🤔
1437,13/05/2020,$AAPL LMAO going to 330 right? 🤣🤣🤣
1438,27/05/2020,$AAPL why do you always do this 🥴
1439,19/06/2020,$AAPL dump now while you can 🤑
1440,22/06/2020,$AAPL gorgeous price action!  wants 2 break above 🌳 55 with a vengeance!
1441,23/06/2020,$AAPL one large buy order will get this running again 😁😁
1442,23/06/2020,$AAPL my 370 calls for Friday are worthless now? ☹️
1443,23/07/2020,$AAPL Panic Selling is For Clueless Bears & Shorts. Stay Long & Prosper Mi Amigos 🚀🚀🚀🚀🚀
1444,24/07/2020,$AAPL  i  am a avid apple fan but this year for one brief moment  in my life I will be shorting Apple 🤦🏽‍♂️
1445,27/07/2020,$AAPL I’m back. Hopefully most of you held through last week brutal beating 🍎🍏🍎🍏
1446,29/07/2020,"$AAPL yeah sure while i go to work to bust my tail, you can sit at home and make more than me because you don’t want to find a different job 😂"
1447,30/07/2020,$AAPL nooooooo why you going down 😢
1448,1/8/20,$AAPL started my Apple retirement account 🚀long 🍎
1449,3/8/20,$AAPL holding my $435 &490 calls🛸
1450,3/8/20,$AAPL the price action today is like watching someone with epilepsy! 🤦🏻
1451,6/8/20,$AAPL That’s it Apples are my favorite fruits from now on 🍏🍏🍏
1452,7/8/20,"$AAPL another $22/share constitutes $2T. Once hit, may trade sideways for a week or so then gap-up again b4 sept's split. $490 in sight✌🇺🇸👊"
1453,10/8/20,$AAPL - yeahhhh 🚀🚀🚀let’s go . $460 today .
1454,11/8/20,$AAPL my 8/21 call is killing me 😩I hope this mf go back up before then
1455,12/8/20,$AAPL tempted to buy some puts here😒...but QQQ looks like a better short than the drama queen AAPL. Will hold my bags to go long if and when this gets near 400. I still think 395 possible before split.
1456,13/08/2020,$AAPL  this will be a good day indeed😁
1457,14/08/2020,$AAPL and we green. Gang gang 🚀🚀🚀
1458,14/08/2020,$AAPL you day traders are funny😂😂
1459,21/08/2020,$AAPL I HOPE SHE SHOOTS RIGHT THROUGH THAT $500 today 😍
1460,23/08/2020,"$AAPL I really see apple Over $600 this Friday 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻💸💸💸💸💸💸💸💸💸💸💸💸💸 
How nice if pre market go  $600 like how Tesla did"
1461,24/08/2020,$AAPL lets see your puts bears you haters 😉😉😉
1462,24/08/2020,"$AAPL lol, when you do not hold any shares....😭😭😭😭😭😭😭😭😭😭😭😭😭"
1463,24/08/2020,$AAPL got in the dip and I’m not selling till friday 🤞🏽
1464,24/08/2020,"$AAPL It’s going to be almost weird when this stock starts to trade on fundamentals again and not on the split. Oh, but then we’ll have the iPhone 12/5G announcement to drive it further. Bada bing.👍🤳🏾"
1465,25/08/2020,"$AAPL Portnoy, Cook , Fisker . EV deal coming 🤷🏼‍♂️"
1466,28/08/2020,$AAPL Loading up at $248.12🤑🤑👽💨💨
1467,30/08/2020,So what price do you guys think $AAPL will open up at ?🚀🚀
1468,31/08/2020,$AAPL Can't buy till 730am 😔
1469,31/08/2020,$AAPL yeah get ready 🚀. Holding till back to $500
1470,31/08/2020,$AAPL Everyone is a genius when its straight bull run haha. Well i too got some AAPL LEAPS cooking 😎
1471,31/08/2020,$AAPL shorts lost 30 Bln in 2020 😳over at Tesla sheesh
1472,31/08/2020,$AAPL Worst part about owning shares here is that it clogs up my portfolio news feed😆
1473,31/08/2020,$AAPL Finally got on AAPL after so long. Phew😁💸💸💸💸
1474,1/9/20,"$AAPL I think Apple should have split stock 5-1, the last one I was here for was 7-1. At the rate we’re moving back up we will be at $200 or higher by the end of the year! I’m not complaining though!!!
💰🚀🚀📈📈"
1475,2/9/20,$AAPL $540 before split price.. wow👍 more and more!!
1476,2/9/20,"$AAPL  The Summer is still not over, all the Bears are still at the Pool Party!! Let’s do some work fellow Bulls🤑🤑🤑🤑🤑🤑"
1477,2/9/20,$AAPL how long before Apple’s new stock split goes to $500 🤔
1478,2/9/20,$AAPL I’m getting whip lash like a MF this morning!! 🍏🍏🍏💰💰💰
1479,3/9/20,"$AAPL I know you want to go to $99, just do it for me baby 😘"
1480,3/9/20,$AAPL who bought the top?😂 holding long term right? Until retirement?
1481,4/9/20,"$AAPL yeah, that looks like a sustainable gain 🤣🤣🤣 I just bought more December puts"
1482,8/9/20,"$AAPL the 3 days weekend  
the bulls hype got their bubble popped 😂😂😂"
1483,8/9/20,$AAPL ever bull on this board is delusional. Thanks for buying the OTM calls I sold you last Friday! 🚀🚀🚀
1484,8/9/20,"$AAPL looking for $75 per share entry. 
Which is $300 pre-Split. 🤷🏻‍♂️"
1485,9/9/20,$AAPL I just love getting on here and reading all the financial advisors comments 😁
